Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
09-01-2025,22:13:00,41,Active,56.590,3.772,2.432,49.721,1.418,5.287,460.775,0.742,1.521,High
09-01-2025,22:14:00,7,Active,44.730,1.176,1.650,32.181,4.220,9.104,50.266,0.588,13.154,Low
09-01-2025,22:15:00,14,Maintenance,62.958,2.773,9.217,26.799,2.304,3.405,237.855,0.045,11.292,Low
09-01-2025,22:16:00,11,Active,50.867,4.211,6.683,40.245,0.419,1.368,373.853,0.711,3.899,Medium
09-01-2025,22:17:00,7,Active,64.902,2.927,6.571,32.799,1.034,4.754,346.515,0.172,9.674,Low
09-01-2025,22:18:00,29,Maintenance,46.836,1.806,3.395,40.528,3.981,2.873,181.154,0.297,10.920,Low
09-01-2025,22:19:00,10,Active,34.474,3.044,9.476,28.913,0.718,4.512,197.609,0.934,12.571,Low
09-01-2025,22:20:00,29,Active,66.345,2.397,6.371,11.022,1.220,9.845,489.218,0.827,12.644,Low
09-01-2025,22:21:00,9,Active,71.631,2.871,6.673,36.278,1.828,2.338,165.530,0.219,0.895,Low
09-01-2025,22:22:00,36,Active,71.813,0.769,3.830,39.444,1.339,5.763,382.506,0.042,6.939,Low
09-01-2025,22:23:00,48,Active,49.249,3.985,5.631,20.843,0.924,4.053,336.742,0.291,7.185,Low
09-01-2025,22:24:00,10,Active,32.838,1.542,9.560,15.606,3.621,5.550,145.583,0.902,12.561,Low
09-01-2025,22:25:00,19,Active,31.951,1.624,4.824,34.751,4.285,1.778,151.753,0.330,7.948,Low
09-01-2025,22:26:00,31,Active,38.558,0.349,8.487,44.866,3.782,1.505,135.795,0.932,9.027,Low
09-01-2025,22:27:00,17,Active,69.278,1.917,2.421,23.463,4.725,9.406,274.961,0.031,7.509,Low
09-01-2025,22:28:00,9,Active,51.482,2.638,7.860,41.405,4.344,8.020,296.852,0.967,14.090,Low
09-01-2025,22:29:00,45,Active,75.348,3.807,8.020,21.342,0.561,4.590,379.690,0.144,12.028,Low
09-01-2025,22:30:00,33,Active,59.521,3.753,4.636,18.676,3.065,8.481,444.220,0.466,7.630,Low
09-01-2025,22:31:00,34,Idle,57.802,4.276,6.525,16.874,0.385,7.979,345.106,0.874,10.649,Low
09-01-2025,22:32:00,45,Active,77.362,1.733,2.657,9.320,3.252,9.174,104.419,0.893,4.491,Low
09-01-2025,22:33:00,24,Idle,60.754,4.844,4.627,11.061,3.036,2.851,264.289,0.514,13.750,Low
09-01-2025,22:34:00,9,Active,44.114,0.103,9.067,36.280,4.497,9.236,440.234,0.231,6.576,Low
09-01-2025,22:35:00,7,Active,54.687,1.134,1.603,47.707,4.321,4.045,405.236,0.674,10.079,Low
09-01-2025,22:36:00,16,Active,35.218,2.218,9.043,17.061,2.310,5.090,148.702,0.356,12.953,Low
09-01-2025,22:37:00,19,Idle,72.208,1.851,3.602,17.402,2.510,0.069,131.008,0.978,1.802,Low
09-01-2025,22:38:00,39,Idle,66.640,0.137,7.930,22.906,0.776,5.097,229.084,0.061,0.719,Medium
09-01-2025,22:39:00,6,Idle,64.611,2.833,4.575,49.774,1.942,4.930,188.191,0.548,1.881,Low
09-01-2025,22:40:00,50,Idle,59.212,1.971,1.800,33.480,3.082,7.615,140.674,0.453,0.606,Low
09-01-2025,22:41:00,11,Active,50.895,4.209,7.730,27.798,1.868,1.610,437.398,0.912,13.153,Low
09-01-2025,22:42:00,12,Active,41.096,0.180,9.479,36.330,0.049,2.649,223.379,0.543,6.045,Low
09-01-2025,22:43:00,42,Idle,49.553,2.313,2.959,3.698,2.817,0.780,315.085,0.483,8.775,Low
09-01-2025,22:44:00,13,Maintenance,72.715,1.573,5.364,11.355,3.528,2.189,222.912,0.971,6.602,Low
09-01-2025,22:45:00,12,Active,64.036,0.464,6.133,19.853,4.970,1.849,237.395,0.521,12.335,Low
09-01-2025,22:46:00,21,Active,81.263,2.457,5.262,35.724,4.146,5.887,140.473,0.769,10.187,Low
09-01-2025,22:47:00,10,Active,77.668,1.802,4.489,19.238,4.930,1.409,60.219,0.300,0.685,Low
09-01-2025,22:48:00,20,Active,53.968,2.305,4.830,8.923,4.368,5.088,339.736,0.848,7.692,Low
09-01-2025,22:49:00,50,Active,42.523,4.400,5.582,32.033,4.320,7.287,216.031,0.209,11.128,Low
09-01-2025,22:50:00,36,Active,31.134,1.670,6.864,45.590,2.109,6.056,222.500,0.693,13.865,Low
09-01-2025,22:51:00,28,Active,70.094,2.592,4.200,4.673,1.993,8.129,372.260,0.420,0.894,Medium
09-01-2025,22:52:00,24,Active,37.302,0.914,4.996,8.615,0.770,9.761,471.698,0.333,8.291,Low
09-01-2025,22:53:00,5,Maintenance,88.014,3.914,4.255,19.133,1.909,7.401,237.170,0.426,13.928,Low
09-01-2025,22:54:00,37,Active,71.959,4.398,4.178,24.025,0.171,8.331,386.961,0.386,3.055,Medium
09-01-2025,22:55:00,12,Active,63.563,0.699,3.298,5.339,3.917,1.530,277.563,0.650,10.959,Low
09-01-2025,22:56:00,35,Idle,30.166,2.172,8.467,48.231,3.900,4.244,399.650,0.636,10.199,Low
09-01-2025,22:57:00,40,Active,54.654,2.616,7.188,18.244,0.178,2.147,366.015,0.163,4.438,Medium
09-01-2025,22:58:00,2,Maintenance,65.254,2.433,6.725,29.221,0.154,2.700,423.504,0.983,3.807,Medium
09-01-2025,22:59:00,50,Idle,73.986,2.105,1.501,36.163,1.660,9.911,91.572,0.206,9.208,Low
09-01-2025,23:00:00,41,Idle,59.327,1.718,7.628,13.696,3.567,6.508,89.365,0.799,4.065,Low
09-01-2025,23:01:00,45,Active,37.540,0.637,5.610,27.437,2.335,5.365,159.031,0.661,8.193,Low
09-01-2025,23:02:00,39,Active,57.629,1.879,8.111,41.175,4.085,2.410,241.511,0.769,4.963,Medium
09-01-2025,23:03:00,42,Idle,33.034,0.435,3.794,2.331,2.256,6.203,230.173,0.498,3.228,Medium
09-01-2025,23:04:00,9,Active,45.757,0.768,7.531,33.783,1.416,2.448,498.112,0.674,2.008,Medium
09-01-2025,23:05:00,22,Active,76.676,3.254,6.195,19.222,2.814,0.848,234.873,0.633,14.841,Low
09-01-2025,23:06:00,47,Active,34.173,3.874,8.171,21.749,1.332,9.460,422.197,0.460,5.871,Low
09-01-2025,23:07:00,5,Active,63.634,1.015,8.161,23.091,4.449,9.648,182.500,0.204,3.255,Low
09-01-2025,23:08:00,12,Active,68.070,1.919,1.775,35.835,1.192,9.561,93.926,0.977,9.396,Low
09-01-2025,23:09:00,1,Active,83.469,3.511,3.008,21.377,0.162,5.427,259.107,0.726,6.619,Low
09-01-2025,23:10:00,44,Active,78.141,0.533,8.859,18.721,0.101,5.205,399.674,0.608,13.132,Low
09-01-2025,23:11:00,22,Active,68.589,1.892,3.129,22.312,0.698,5.074,453.814,0.340,3.691,Medium
09-01-2025,23:12:00,38,Active,38.730,2.867,8.882,3.713,4.059,9.421,229.763,0.444,12.503,Low
09-01-2025,23:13:00,19,Active,57.124,1.261,6.537,46.243,1.831,7.536,339.647,0.072,0.390,Medium
09-01-2025,23:14:00,16,Active,71.157,2.799,1.766,27.084,3.601,7.140,274.733,0.108,11.136,Low
09-01-2025,23:15:00,31,Active,81.076,4.155,8.064,4.884,3.923,0.674,486.257,0.066,6.921,Low
09-01-2025,23:16:00,3,Active,67.501,0.223,3.818,15.203,4.234,1.072,216.615,0.819,1.412,Medium
09-01-2025,23:17:00,23,Active,31.585,3.320,1.988,47.181,0.715,1.585,186.339,0.836,3.181,Low
09-01-2025,23:18:00,42,Maintenance,71.539,3.380,7.437,8.763,4.288,2.155,259.640,0.343,10.207,Low
09-01-2025,23:19:00,18,Active,35.202,2.374,8.494,24.698,3.544,9.021,210.584,0.838,14.294,Low
09-01-2025,23:20:00,26,Maintenance,60.085,0.131,7.302,9.907,1.658,9.326,197.950,0.733,4.454,Low
09-01-2025,23:21:00,13,Active,32.639,3.140,9.205,32.664,0.925,2.013,375.449,0.254,1.206,Medium
09-01-2025,23:22:00,18,Active,78.814,0.118,6.954,16.831,4.754,9.510,158.461,0.582,9.048,Low
09-01-2025,23:23:00,3,Active,45.189,2.400,8.715,26.612,2.099,9.263,454.143,0.293,0.679,High
09-01-2025,23:24:00,23,Active,36.747,4.486,5.600,40.826,3.875,5.284,269.532,0.536,6.053,Low
09-01-2025,23:25:00,3,Active,76.864,1.350,7.448,4.879,4.352,0.501,238.338,0.488,10.337,Low
09-01-2025,23:26:00,25,Active,42.255,0.856,9.576,32.053,0.122,4.647,338.791,0.399,7.940,Low
09-01-2025,23:27:00,27,Active,61.302,3.532,8.551,26.270,4.491,6.037,90.103,0.265,13.286,Low
09-01-2025,23:28:00,44,Active,54.045,0.272,9.118,34.669,1.007,5.920,492.410,0.596,12.658,Low
09-01-2025,23:29:00,27,Idle,43.637,0.706,7.491,18.467,0.098,3.635,240.941,0.317,13.881,Low
09-01-2025,23:30:00,39,Idle,44.182,2.941,1.668,31.139,0.212,7.153,476.543,0.082,1.347,High
09-01-2025,23:31:00,25,Maintenance,47.635,4.406,7.095,8.672,1.376,3.150,449.076,0.718,13.774,Low
09-01-2025,23:32:00,24,Active,57.173,2.868,9.693,2.172,0.478,0.448,334.582,0.060,6.911,Low
09-01-2025,23:33:00,8,Active,42.978,2.895,7.534,44.139,4.552,3.111,71.600,0.744,1.567,Low
09-01-2025,23:34:00,9,Active,38.959,2.636,5.922,41.542,4.333,8.521,480.594,0.525,12.060,Low
09-01-2025,23:35:00,46,Active,51.317,4.216,8.814,11.781,2.021,9.277,128.777,0.709,0.724,Low
09-01-2025,23:36:00,37,Maintenance,84.226,1.772,5.184,34.131,4.758,3.115,468.799,0.444,3.542,Medium
09-01-2025,23:37:00,30,Active,59.783,3.076,8.004,19.063,2.155,6.346,213.282,0.732,8.429,Low
09-01-2025,23:38:00,19,Active,38.606,0.972,4.787,46.363,1.823,0.124,138.449,0.462,2.856,Low
09-01-2025,23:39:00,16,Idle,34.383,2.596,1.834,15.083,2.933,3.739,347.573,0.422,5.591,Low
09-01-2025,23:40:00,24,Active,70.386,4.306,4.803,17.131,1.031,5.311,272.707,0.987,7.052,Low
09-01-2025,23:41:00,44,Active,49.342,1.463,6.493,38.467,0.746,8.270,51.655,0.688,1.744,Low
09-01-2025,23:42:00,21,Active,71.573,1.815,8.850,39.303,4.024,8.255,164.136,0.693,14.631,Low
09-01-2025,23:43:00,36,Idle,88.441,4.130,9.659,8.918,0.913,8.984,240.070,0.255,1.522,Medium
09-01-2025,23:44:00,40,Active,60.111,2.077,3.130,39.140,4.147,8.983,303.212,0.514,1.030,Medium
09-01-2025,23:45:00,39,Idle,46.285,2.394,7.726,4.054,1.795,7.590,267.149,0.779,6.880,Low
09-01-2025,23:46:00,47,Active,71.491,1.410,9.343,16.470,0.062,7.809,463.423,0.242,13.793,Low
09-01-2025,23:47:00,6,Active,74.719,0.101,7.893,39.208,3.953,3.169,423.796,0.107,10.749,Low
09-01-2025,23:48:00,5,Active,83.494,1.342,8.289,35.085,4.190,4.278,118.380,0.681,4.410,Low
09-01-2025,23:49:00,14,Maintenance,73.894,1.173,5.119,29.890,4.113,6.141,431.415,0.732,7.698,Low
09-01-2025,23:50:00,45,Idle,33.081,2.626,3.679,18.683,1.603,0.951,419.584,0.127,8.822,Low
09-01-2025,23:51:00,42,Active,72.770,3.261,9.961,1.182,2.010,8.975,492.621,0.979,0.107,High
09-01-2025,23:52:00,50,Active,44.122,4.202,4.287,48.076,0.010,9.480,397.811,0.275,0.276,Medium
09-01-2025,23:53:00,4,Idle,40.371,3.592,9.547,40.559,4.953,6.062,449.100,0.577,9.349,Low
09-01-2025,23:54:00,8,Active,39.545,3.147,4.929,35.158,2.411,8.827,340.546,0.142,4.705,Medium
09-01-2025,23:55:00,24,Maintenance,30.483,3.866,7.067,28.361,1.051,0.612,476.537,0.464,6.347,Low
09-01-2025,23:56:00,11,Active,38.890,3.134,2.304,1.026,3.365,3.553,351.689,0.583,13.525,Low
09-01-2025,23:57:00,17,Idle,76.407,2.976,7.049,30.480,2.090,5.964,275.256,0.483,13.064,Low
09-01-2025,23:58:00,50,Idle,83.431,0.657,4.253,36.166,0.164,8.713,246.117,0.332,11.135,Low
09-01-2025,23:59:00,21,Active,49.009,1.659,5.428,5.849,4.742,0.722,461.222,0.741,4.443,Medium
10-01-2025,00:00:00,26,Active,55.478,2.635,5.855,49.098,3.384,6.935,76.592,0.373,9.857,Low
10-01-2025,00:01:00,43,Maintenance,32.749,2.900,5.523,26.258,1.986,3.246,337.509,0.911,5.566,Low
10-01-2025,00:02:00,48,Active,65.201,3.792,9.242,30.082,2.527,5.801,417.621,0.121,0.265,High
10-01-2025,00:03:00,44,Active,30.849,4.189,7.251,38.767,3.413,9.871,264.916,0.455,11.613,Low
10-01-2025,00:04:00,45,Idle,58.166,1.397,3.347,6.165,0.036,2.085,332.784,0.261,6.516,Low
10-01-2025,00:05:00,27,Idle,41.775,3.919,5.120,43.051,4.277,9.808,225.270,0.508,12.918,Low
10-01-2025,00:06:00,16,Maintenance,61.367,3.678,3.240,47.781,0.997,2.472,165.874,0.251,9.091,Low
10-01-2025,00:07:00,26,Active,88.790,0.186,7.215,24.011,1.477,3.874,432.493,0.510,9.243,Low
10-01-2025,00:08:00,33,Active,42.813,1.942,5.325,18.946,2.797,9.248,343.060,0.550,1.685,Medium
10-01-2025,00:09:00,31,Active,33.963,2.741,5.683,15.583,2.373,2.711,411.833,0.704,4.259,Medium
10-01-2025,00:10:00,48,Active,49.490,3.228,4.546,34.108,4.028,7.382,290.361,0.651,8.846,Low
10-01-2025,00:11:00,47,Active,33.072,4.757,5.920,7.956,0.840,0.956,240.325,0.490,12.221,Low
10-01-2025,00:12:00,6,Maintenance,39.788,4.285,5.247,19.714,0.761,5.002,137.713,0.312,0.565,Low
10-01-2025,00:13:00,44,Active,32.673,2.729,9.790,18.664,1.326,4.336,64.150,0.416,8.954,Low
10-01-2025,00:14:00,8,Active,70.618,0.186,4.641,18.839,4.167,5.816,50.527,0.707,8.778,Low
10-01-2025,00:15:00,7,Idle,53.335,1.475,6.171,1.865,4.162,3.467,306.920,0.136,9.437,Low
10-01-2025,00:16:00,34,Active,60.976,2.660,9.950,21.714,4.357,7.711,411.162,0.539,7.210,Low
10-01-2025,00:17:00,44,Idle,69.801,0.162,9.578,15.137,2.622,5.765,228.996,0.020,8.715,Low
10-01-2025,00:18:00,14,Idle,39.305,4.994,6.020,21.922,2.922,6.421,465.352,0.472,7.838,Low
10-01-2025,00:19:00,16,Idle,75.342,0.752,8.879,42.151,1.655,1.262,464.526,0.947,0.620,High
10-01-2025,00:20:00,43,Active,54.907,0.256,9.761,46.082,0.264,3.960,222.582,0.054,3.548,Medium
10-01-2025,00:21:00,9,Active,68.228,2.648,5.987,48.579,3.576,3.333,199.763,0.626,9.545,Low
10-01-2025,00:22:00,10,Maintenance,85.145,1.085,8.816,2.191,1.202,5.486,220.608,0.577,0.367,Medium
10-01-2025,00:23:00,17,Idle,34.852,2.540,4.142,13.328,2.277,6.930,352.358,0.805,13.754,Low
10-01-2025,00:24:00,12,Active,81.338,3.067,8.542,12.278,0.053,1.301,225.628,0.445,5.585,Low
10-01-2025,00:25:00,6,Active,64.782,0.821,4.137,48.022,4.337,6.019,334.040,0.921,14.963,Low
10-01-2025,00:26:00,19,Active,54.455,1.517,5.964,10.632,4.718,9.630,480.146,0.074,3.651,Medium
10-01-2025,00:27:00,43,Active,72.651,2.848,3.412,19.503,2.890,8.470,338.978,0.442,3.981,Medium
10-01-2025,00:28:00,41,Active,37.387,4.989,5.645,42.042,2.344,5.706,334.945,0.339,6.186,Low
10-01-2025,00:29:00,29,Active,69.224,0.501,3.767,18.031,2.813,6.967,175.723,0.163,1.089,Low
10-01-2025,00:30:00,6,Active,46.591,4.002,9.272,11.066,2.914,8.373,308.119,0.692,12.682,Low
10-01-2025,00:31:00,25,Idle,40.362,4.624,8.703,24.929,3.464,1.171,178.321,0.215,7.117,Low
10-01-2025,00:32:00,24,Active,36.826,4.440,7.800,26.131,4.664,3.986,209.644,0.873,8.047,Low
10-01-2025,00:33:00,25,Idle,86.642,2.833,3.908,28.835,3.162,5.876,85.493,0.057,5.565,Low
10-01-2025,00:34:00,16,Active,64.228,3.183,6.766,21.044,2.569,8.563,273.298,0.759,1.158,Medium
10-01-2025,00:35:00,16,Idle,73.056,1.237,9.452,43.688,1.020,0.707,154.897,0.257,14.828,Low
10-01-2025,00:36:00,6,Idle,77.221,2.008,9.022,30.488,3.297,9.856,74.525,0.186,8.851,Low
10-01-2025,00:37:00,37,Active,44.137,0.525,5.091,35.913,3.231,6.696,263.065,0.347,5.285,Low
10-01-2025,00:38:00,21,Active,37.406,1.048,3.812,5.036,3.180,9.864,177.687,0.915,14.295,Low
10-01-2025,00:39:00,4,Idle,80.741,3.515,7.301,19.728,0.574,9.847,175.950,0.564,8.320,Low
10-01-2025,00:40:00,34,Maintenance,48.511,3.410,7.829,20.104,3.764,4.977,113.806,0.621,13.671,Low
10-01-2025,00:41:00,28,Active,37.073,0.368,9.108,26.416,3.684,8.989,54.383,0.909,13.568,Low
10-01-2025,00:42:00,38,Idle,62.847,2.905,4.056,1.511,0.355,4.491,227.546,0.703,12.298,Low
10-01-2025,00:43:00,41,Idle,62.230,3.465,3.961,26.883,0.072,3.348,87.075,0.003,12.755,Low
10-01-2025,00:44:00,28,Active,74.109,4.315,7.693,8.407,4.983,1.970,458.513,0.426,9.787,Low
10-01-2025,00:45:00,17,Active,48.326,2.600,5.870,43.178,1.182,4.323,306.632,0.675,7.083,Low
10-01-2025,00:46:00,14,Maintenance,89.065,1.290,7.455,26.444,0.066,3.125,401.521,0.091,13.769,Low
10-01-2025,00:47:00,7,Idle,47.172,4.960,9.044,10.176,3.290,4.215,444.343,0.702,6.108,Low
10-01-2025,00:48:00,22,Active,73.584,4.291,5.934,47.090,2.468,3.358,101.498,0.044,13.084,Low
10-01-2025,00:49:00,1,Active,75.271,2.296,9.008,18.273,3.676,8.393,279.955,0.468,9.144,Low
10-01-2025,00:50:00,29,Active,74.779,4.522,7.925,24.838,3.176,3.910,328.731,0.553,13.002,Low
10-01-2025,00:51:00,31,Active,51.299,1.560,2.753,28.285,0.941,9.850,310.629,0.265,7.561,Low
10-01-2025,00:52:00,30,Active,71.043,2.257,3.281,3.508,4.052,1.666,426.641,0.274,0.902,High
10-01-2025,00:53:00,15,Active,34.944,1.609,6.883,21.054,4.051,1.025,167.282,0.837,3.133,Low
10-01-2025,00:54:00,18,Active,81.789,0.664,9.372,13.188,0.971,8.223,98.711,0.309,13.614,Low
10-01-2025,00:55:00,35,Idle,81.395,3.778,3.865,6.145,4.636,4.384,325.701,0.834,3.999,Medium
10-01-2025,00:56:00,50,Active,30.275,2.218,4.834,49.226,0.043,1.884,58.893,0.703,12.181,Low
10-01-2025,00:57:00,30,Active,68.416,1.688,7.370,32.590,0.865,2.739,296.935,0.575,10.693,Low
10-01-2025,00:58:00,34,Active,43.135,2.313,6.298,23.845,1.129,8.219,346.646,0.343,3.486,Medium
10-01-2025,00:59:00,42,Idle,77.768,0.802,7.860,31.338,4.098,0.408,301.416,0.874,12.317,Low
10-01-2025,01:00:00,11,Idle,50.372,2.873,9.799,28.093,4.515,6.070,278.704,0.004,10.741,Low
10-01-2025,01:01:00,27,Active,58.356,0.272,1.772,17.668,4.970,6.438,427.049,0.376,14.469,Low
10-01-2025,01:02:00,24,Idle,69.500,2.567,2.074,44.743,2.226,0.648,369.216,0.193,10.304,Low
10-01-2025,01:03:00,35,Active,38.372,4.902,7.943,47.432,0.962,3.957,435.803,0.411,14.789,Low
10-01-2025,01:04:00,39,Active,48.034,1.476,1.623,24.814,4.717,1.026,318.699,0.303,11.137,Low
10-01-2025,01:05:00,8,Active,86.107,2.212,5.042,2.080,0.798,3.007,229.395,0.116,8.745,Low
10-01-2025,01:06:00,18,Active,55.200,2.434,6.022,38.472,4.803,1.308,468.600,0.016,7.262,Low
10-01-2025,01:07:00,13,Active,72.553,3.804,5.347,23.662,3.258,7.295,443.691,0.609,1.653,High
10-01-2025,01:08:00,45,Active,58.326,2.049,7.655,15.559,2.256,0.075,249.268,0.692,5.722,Low
10-01-2025,01:09:00,24,Active,66.429,1.520,6.160,2.587,3.624,3.374,421.439,0.722,12.688,Low
10-01-2025,01:10:00,23,Idle,79.528,0.383,7.103,30.294,2.754,6.981,229.794,0.475,8.100,Low
10-01-2025,01:11:00,12,Active,48.395,3.122,5.131,3.799,2.756,5.243,97.246,0.211,10.309,Low
10-01-2025,01:12:00,49,Idle,59.653,3.160,8.745,8.737,4.751,7.003,108.954,0.644,2.909,Low
10-01-2025,01:13:00,30,Active,57.009,4.253,7.784,38.123,0.448,8.275,434.860,0.136,9.805,Low
10-01-2025,01:14:00,31,Active,76.901,4.586,7.066,35.042,4.669,9.632,53.355,0.339,13.517,Low
10-01-2025,01:15:00,28,Active,55.379,2.280,2.317,22.793,2.657,8.194,457.138,0.904,7.348,Low
10-01-2025,01:16:00,22,Active,82.842,0.315,9.408,16.328,0.291,0.148,389.892,0.461,5.765,Low
10-01-2025,01:17:00,44,Active,58.281,1.049,4.997,39.555,3.966,0.808,64.243,0.965,12.665,Low
10-01-2025,01:18:00,28,Active,49.094,3.810,2.145,45.114,0.933,4.034,248.667,0.330,4.529,Medium
10-01-2025,01:19:00,13,Idle,45.654,3.513,7.620,12.585,1.451,5.752,194.249,0.720,4.845,Low
10-01-2025,01:20:00,25,Active,66.655,0.364,3.426,26.936,2.139,7.288,463.144,0.254,13.344,Low
10-01-2025,01:21:00,44,Active,38.694,4.077,5.356,19.237,1.728,0.735,224.271,0.205,8.005,Low
10-01-2025,01:22:00,46,Active,35.749,1.700,9.103,10.791,1.054,3.145,349.346,0.723,13.916,Low
10-01-2025,01:23:00,7,Active,70.414,4.190,2.915,47.417,4.067,5.239,352.174,0.534,4.168,Medium
10-01-2025,01:24:00,45,Active,85.324,3.825,9.622,45.917,3.778,9.742,416.056,0.145,11.297,Low
10-01-2025,01:25:00,6,Active,54.452,3.570,8.770,17.151,1.597,7.586,354.121,0.886,14.644,Low
10-01-2025,01:26:00,24,Active,43.175,3.706,3.840,41.369,3.629,8.725,456.830,0.097,4.575,Medium
10-01-2025,01:27:00,19,Idle,61.324,1.014,8.116,35.393,4.838,4.634,403.771,0.883,11.976,Low
10-01-2025,01:28:00,19,Active,37.898,4.780,7.499,10.230,4.921,3.338,236.290,0.205,14.389,Low
10-01-2025,01:29:00,36,Active,66.942,0.759,2.550,37.444,2.804,2.403,466.464,0.590,11.587,Low
10-01-2025,01:30:00,9,Idle,54.617,3.678,6.250,9.951,4.201,9.431,252.122,0.736,8.295,Low
10-01-2025,01:31:00,48,Active,77.456,1.739,2.463,37.171,1.139,4.312,472.402,0.489,1.888,High
10-01-2025,01:32:00,36,Active,35.808,3.537,3.134,47.134,1.358,2.884,228.677,0.966,4.257,Medium
10-01-2025,01:33:00,38,Active,45.800,3.100,9.620,19.382,4.961,8.976,106.200,0.646,6.849,Low
10-01-2025,01:34:00,40,Active,77.561,0.629,6.781,36.114,0.821,3.495,206.269,0.476,9.869,Low
10-01-2025,01:35:00,29,Active,82.133,3.894,7.889,28.334,2.540,6.439,261.611,0.839,6.534,Low
10-01-2025,01:36:00,24,Active,79.784,3.831,6.701,12.737,3.557,5.849,468.980,0.574,10.691,Low
10-01-2025,01:37:00,48,Active,45.694,0.982,9.253,41.021,0.292,0.054,298.094,0.308,13.709,Low
10-01-2025,01:38:00,5,Active,41.954,0.141,6.249,30.598,4.555,8.061,208.625,0.693,6.541,Low
10-01-2025,01:39:00,42,Active,49.820,2.520,6.165,1.971,1.772,4.551,79.704,0.806,0.554,Low
10-01-2025,01:40:00,45,Maintenance,83.363,3.852,4.239,4.657,4.451,1.074,474.428,0.898,13.426,Low
10-01-2025,01:41:00,26,Active,74.005,4.017,1.986,38.588,2.587,0.100,52.733,0.994,0.062,Low
10-01-2025,01:42:00,14,Active,57.118,3.270,7.851,8.426,2.227,7.022,120.425,0.434,12.261,Low
10-01-2025,01:43:00,39,Active,53.986,2.477,9.035,17.651,1.367,4.561,149.316,0.405,9.589,Low
10-01-2025,01:44:00,29,Idle,72.417,0.563,6.857,16.359,1.847,9.823,369.430,0.326,10.622,Low
10-01-2025,01:45:00,6,Maintenance,77.664,4.101,8.070,7.750,2.062,3.231,498.834,0.777,13.538,Low
10-01-2025,01:46:00,7,Maintenance,55.343,1.769,3.450,17.527,3.275,3.919,328.070,0.625,4.981,Medium
10-01-2025,01:47:00,37,Active,65.953,2.245,7.317,8.214,4.712,1.688,363.786,0.054,12.227,Low
10-01-2025,01:48:00,18,Idle,70.281,4.139,7.240,19.667,1.468,2.501,219.317,0.226,10.507,Low
10-01-2025,01:49:00,23,Active,51.146,2.938,5.886,32.148,4.161,2.219,436.655,0.512,1.007,High
10-01-2025,01:50:00,44,Active,83.530,4.688,2.455,4.685,0.759,1.802,443.506,0.892,12.845,Low
10-01-2025,01:51:00,38,Active,52.216,4.085,5.599,46.618,1.045,2.437,256.168,0.692,10.652,Low
10-01-2025,01:52:00,1,Idle,41.035,0.125,2.931,16.961,1.704,8.965,450.545,0.937,3.532,Medium
10-01-2025,01:53:00,4,Active,45.112,0.234,3.072,14.706,1.745,3.786,143.568,0.367,8.473,Low
10-01-2025,01:54:00,44,Active,84.792,3.200,3.608,18.305,0.991,9.783,330.747,0.424,7.513,Low
10-01-2025,01:55:00,47,Active,60.261,3.512,8.545,49.314,4.731,3.884,448.572,0.943,1.559,High
10-01-2025,01:56:00,35,Maintenance,49.625,3.429,6.301,33.526,0.336,8.028,224.180,0.531,13.352,Low
10-01-2025,01:57:00,23,Active,38.387,2.598,4.219,47.934,2.095,8.462,493.318,0.121,11.598,Low
10-01-2025,01:58:00,27,Active,35.253,4.615,4.220,26.559,2.877,3.727,388.569,0.962,1.688,Medium
10-01-2025,01:59:00,26,Idle,64.618,3.890,9.422,2.955,3.472,5.694,218.241,0.247,12.754,Low
10-01-2025,02:00:00,8,Maintenance,62.033,3.314,7.207,39.744,0.733,5.530,409.563,0.463,12.286,Low
10-01-2025,02:01:00,43,Active,68.167,3.063,3.136,38.290,2.296,7.273,62.539,0.082,5.211,Low
10-01-2025,02:02:00,16,Maintenance,37.618,4.228,6.165,3.521,1.690,1.924,355.929,0.377,13.655,Low
10-01-2025,02:03:00,41,Active,72.958,4.606,4.860,32.209,1.100,9.340,406.634,0.044,8.523,Low
10-01-2025,02:04:00,3,Idle,38.063,4.754,4.235,21.261,2.484,2.347,349.705,0.435,12.570,Low
10-01-2025,02:05:00,32,Active,51.762,2.084,6.698,2.828,2.177,1.227,445.296,0.836,5.518,Low
10-01-2025,02:06:00,5,Active,51.718,0.815,2.476,20.036,1.137,9.124,412.059,0.924,5.424,Low
10-01-2025,02:07:00,20,Active,85.094,1.996,8.874,32.384,0.334,9.959,479.823,0.646,10.213,Low
10-01-2025,02:08:00,14,Active,49.711,3.303,8.042,45.070,0.524,5.777,264.236,0.595,4.297,Medium
10-01-2025,02:09:00,32,Active,52.920,4.380,7.585,37.102,2.835,7.291,84.117,0.429,0.454,Low
10-01-2025,02:10:00,26,Active,55.745,4.908,6.673,4.561,3.251,7.451,309.073,0.521,9.447,Low
10-01-2025,02:11:00,47,Active,55.469,2.415,6.548,37.764,3.198,3.746,471.130,0.628,7.305,Low
10-01-2025,02:12:00,6,Active,78.975,4.052,1.949,36.782,3.186,2.581,265.467,0.435,6.849,Low
