Date,Timestamp,Machine_ID,Operation_Mode,Temperature_C,Vibration_Hz,Power_Consumption_kW,Network_Latency_ms,Packet_Loss_%,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status,Latency_Normalized,Latency_Performance,Packet_Loss_Normalized,Packet_Loss_Performance,Network_Performance_Index,Network_Performance_Index_%
04-01-2025,06:58:00,3,Active,48.659,2.804,6.143,1.455,2.315,4.175,242.424,0.134,10.636,Low,0.009285714285714288,0.9907142857142857,0.46299999999999997,0.537,0.7638571428571428,76.38571428571427
04-01-2025,06:59:00,10,Idle,44.642,4.406,2.543,16.06,3.783,2.941,259.023,0.673,2.116,Medium,0.30734693877551017,0.6926530612244899,0.7565999999999999,0.24340000000000006,0.468026530612245,46.8026530612245
04-01-2025,07:00:00,34,Active,53.849,3.609,6.913,31.751,4.331,2.398,78.231,0.696,1.488,Low,0.6275714285714286,0.37242857142857144,0.8662000000000001,0.13379999999999992,0.2531142857142857,25.311428571428568
04-01-2025,07:01:00,25,Active,30.268,1.607,4.56,38.746,4.897,3.739,156.654,0.702,4.918,Low,0.770326530612245,0.229673469387755,0.9794,0.02059999999999995,0.12513673469387748,12.513673469387749
04-01-2025,07:02:00,35,Idle,76.315,1.747,4.693,15.526,3.093,5.455,216.764,0.891,4.645,Medium,0.29644897959183675,0.7035510204081632,0.6186,0.38139999999999996,0.5424755102040816,54.24755102040816
04-01-2025,07:03:00,16,Idle,67.089,3.341,3.868,29.664,2.296,0.281,411.994,0.05,4.605,Medium,0.5849795918367348,0.41502040816326524,0.45919999999999994,0.5408000000000001,0.47791020408163265,47.79102040816326
04-01-2025,07:04:00,2,Active,64.621,3.964,4.513,5.879,1.601,7.548,208.867,0.933,5.798,Low,0.09957142857142856,0.9004285714285715,0.3202,0.6798,0.7901142857142858,79.01142857142858
04-01-2025,07:05:00,24,Active,69.635,4.601,8.964,45.262,2.165,6.199,289.561,0.413,12.616,Low,0.9033061224489796,0.09669387755102044,0.433,0.567,0.3318469387755102,33.18469387755102
04-01-2025,07:06:00,10,Idle,71.495,3.621,5.857,19.422,0.047,0.758,124.965,0.392,6.202,Low,0.3759591836734694,0.6240408163265305,0.0094,0.9906,0.8073204081632652,80.73204081632652
04-01-2025,07:07:00,38,Idle,79.088,4.237,5.082,23.635,1.708,3.791,376.048,0.691,4.956,Medium,0.4619387755102041,0.5380612244897959,0.3416,0.6584,0.5982306122448979,59.82306122448979
04-01-2025,07:08:00,22,Idle,79.246,3.351,5.73,34.212,4.917,2.653,320.037,0.015,12.897,Low,0.677795918367347,0.322204081632653,0.9833999999999999,0.01660000000000006,0.16940204081632654,16.940204081632654
04-01-2025,07:09:00,26,Active,86.786,3.25,9.751,41.148,1.626,9.05,132.163,0.64,10.006,Low,0.8193469387755102,0.18065306122448976,0.3252,0.6748000000000001,0.4277265306122449,42.77265306122449
04-01-2025,07:10:00,43,Active,34.304,1.831,8.978,47.389,0.641,5.886,309.268,0.565,0.56,Medium,0.9467142857142857,0.05328571428571427,0.1282,0.8718,0.46254285714285714,46.254285714285714
04-01-2025,07:11:00,39,Active,51.143,0.112,3.353,21.672,1.651,4.22,405.108,0.209,10.745,Low,0.4218775510204082,0.5781224489795918,0.3302,0.6698,0.6239612244897959,62.39612244897958
04-01-2025,07:12:00,27,Idle,70.698,2.888,7.512,2.242,0.825,7.777,479.229,0.293,7.769,Low,0.025346938775510204,0.9746530612244898,0.16499999999999998,0.835,0.9048265306122449,90.4826530612245
04-01-2025,07:13:00,29,Active,62.458,2.997,4.115,24.095,0.746,6.938,330.064,0.235,2.887,Medium,0.4713265306122449,0.5286734693877551,0.1492,0.8508,0.6897367346938775,68.97367346938775
04-01-2025,07:14:00,47,Active,85.366,1.95,6.107,13.96,4.428,2.994,351.317,0.135,9.207,Low,0.26448979591836735,0.7355102040816326,0.8855999999999999,0.11440000000000006,0.4249551020408163,42.49551020408163
04-01-2025,07:15:00,38,Active,83.569,2.732,3.623,39.658,4.118,7.56,336.07,0.239,14.197,Low,0.7889387755102041,0.21106122448979592,0.8236000000000001,0.1763999999999999,0.1937306122448979,19.373061224489792
04-01-2025,07:16:00,20,Active,81.634,0.576,3.379,11.137,4.041,6.871,430.213,0.264,2.39,Medium,0.20687755102040817,0.7931224489795918,0.8082,0.19179999999999997,0.4924612244897959,49.24612244897959
04-01-2025,07:17:00,27,Maintenance,41.582,1.651,1.544,6.474,2.645,8.07,290.175,0.128,3.974,Medium,0.11171428571428572,0.8882857142857142,0.529,0.471,0.6796428571428571,67.96428571428571
04-01-2025,07:18:00,41,Active,42.657,2.12,7.146,15.87,4.32,2.388,403.212,0.865,5.93,Low,0.303469387755102,0.696530612244898,0.8640000000000001,0.1359999999999999,0.41626530612244894,41.62653061224489
04-01-2025,07:19:00,20,Active,71.855,2.639,2.156,15.363,4.57,9.309,74.112,0.123,1.211,Low,0.29312244897959183,0.7068775510204082,0.914,0.08599999999999997,0.39643877551020407,39.64387755102041
04-01-2025,07:20:00,44,Idle,87.422,3.485,6.197,35.204,4.767,9.878,485.589,0.748,13.729,Low,0.6980408163265306,0.3019591836734694,0.9534,0.046599999999999975,0.1742795918367347,17.42795918367347
04-01-2025,07:21:00,19,Idle,50.114,4.288,9.328,39.74,2.652,9.742,334.764,0.333,14.26,Low,0.7906122448979592,0.20938775510204077,0.5304,0.4696,0.3394938775510204,33.94938775510204
04-01-2025,07:22:00,20,Active,85.046,4.166,2.371,20.15,3.438,8.871,228.027,0.459,0.542,Medium,0.3908163265306122,0.6091836734693878,0.6876,0.3124,0.4607918367346939,46.079183673469394
04-01-2025,07:23:00,35,Active,86.112,1.147,4.733,47.233,0.314,1.28,428.756,0.688,10.32,Low,0.9435306122448979,0.05646938775510213,0.0628,0.9372,0.4968346938775511,49.68346938775511
04-01-2025,07:24:00,47,Active,60.089,2.338,7.88,23.229,3.66,3.139,154.422,0.537,2.115,Low,0.4536530612244898,0.5463469387755102,0.732,0.268,0.4071734693877551,40.71734693877551
04-01-2025,07:25:00,2,Active,76.309,4.805,8.184,16.786,3.123,2.257,380.024,0.694,3.355,Medium,0.3221632653061225,0.6778367346938775,0.6246,0.37539999999999996,0.5266183673469387,52.661836734693864
04-01-2025,07:26:00,30,Active,40.153,2.556,7.004,20.554,3.292,1.882,262.601,0.148,9.457,Low,0.39906122448979586,0.6009387755102041,0.6584,0.3416,0.4712693877551021,47.126938775510204
04-01-2025,07:27:00,34,Active,72.059,3.412,6.297,25.852,3.105,7.537,150.014,0.546,5.745,Low,0.5071836734693878,0.49281632653061225,0.621,0.379,0.4359081632653061,43.590816326530614
04-01-2025,07:28:00,22,Idle,75.911,1.162,8.229,35.588,2.745,4.806,102.243,0.421,14.805,Low,0.7058775510204082,0.29412244897959183,0.549,0.45099999999999996,0.3725612244897959,37.25612244897959
04-01-2025,07:29:00,3,Active,46.092,2.373,3.881,48.935,3.871,0.089,86.502,0.769,4.718,Low,0.978265306122449,0.021734693877551003,0.7742,0.2258,0.1237673469387755,12.37673469387755
04-01-2025,07:30:00,6,Active,64.037,1.415,8.437,46.152,2.936,2.097,320.999,0.514,12.433,Low,0.921469387755102,0.07853061224489799,0.5871999999999999,0.41280000000000006,0.24566530612244902,24.566530612244904
04-01-2025,07:31:00,15,Active,76.831,3.626,3.547,29.78,0.937,0.572,364.306,0.153,8.892,Low,0.5873469387755103,0.41265306122448975,0.1874,0.8126,0.6126265306122449,61.26265306122449
04-01-2025,07:32:00,27,Maintenance,36.029,0.284,3.826,41.693,2.313,8.214,187.283,0.801,0.059,Low,0.830469387755102,0.16953061224489796,0.4626,0.5374,0.353465306122449,35.3465306122449
04-01-2025,07:33:00,10,Maintenance,31.715,3.588,1.524,40.464,0.088,6.108,76.781,0.238,12.68,Low,0.8053877551020407,0.19461224489795925,0.017599999999999998,0.9824,0.5885061224489796,58.85061224489796
04-01-2025,07:34:00,9,Idle,39.832,0.517,3.49,6.124,1.925,4.633,57.938,0.692,11.498,Low,0.10457142857142857,0.8954285714285715,0.385,0.615,0.7552142857142857,75.52142857142857
04-01-2025,07:35:00,33,Idle,45.906,0.36,9.526,24.662,3.787,6.946,360.196,0.319,2.575,Medium,0.48289795918367345,0.5171020408163265,0.7574,0.24260000000000004,0.37985102040816326,37.98510204081633
04-01-2025,07:36:00,32,Active,64.736,0.537,2.817,37.353,0.628,2.96,461.307,0.278,2.374,Medium,0.7418979591836735,0.2581020408163265,0.1256,0.8744000000000001,0.5662510204081632,56.62510204081632
04-01-2025,07:37:00,48,Active,84.653,4.761,3.922,4.726,0.743,4.48,306.901,0.816,11.688,Low,0.0760408163265306,0.9239591836734694,0.1486,0.8513999999999999,0.8876795918367346,88.76795918367347
04-01-2025,07:38:00,6,Idle,56.271,3.926,2.998,28.508,4.362,7.585,321.985,0.949,4.76,Medium,0.5613877551020408,0.43861224489795925,0.8724000000000001,0.12759999999999994,0.2831061224489796,28.31061224489796
04-01-2025,07:39:00,41,Active,53.688,0.546,8.282,45.621,3.042,1.141,439.156,0.753,13.438,Low,0.9106326530612245,0.08936734693877546,0.6083999999999999,0.39160000000000006,0.24048367346938776,24.048367346938775
04-01-2025,07:40:00,36,Idle,72.215,3.337,5.298,18.856,0.466,1.748,146.725,0.175,11.861,Low,0.3644081632653062,0.6355918367346938,0.0932,0.9068,0.7711959183673469,77.11959183673468
04-01-2025,07:41:00,2,Active,31.464,3.165,7.742,26.478,4.699,3.687,53.927,0.06,5.515,Low,0.5199591836734694,0.4800408163265306,0.9398,0.06020000000000003,0.2701204081632653,27.012040816326532
04-01-2025,07:42:00,29,Active,80.54,4.801,6.307,44.876,2.81,0.893,189.212,0.117,7.923,Low,0.8954285714285714,0.10457142857142865,0.562,0.43799999999999994,0.2712857142857143,27.12857142857143
04-01-2025,07:43:00,4,Active,55.066,2.771,3.736,35.891,1.904,9.902,161.462,0.826,4.029,Low,0.7120612244897959,0.2879387755102041,0.38079999999999997,0.6192,0.453569387755102,45.3569387755102
04-01-2025,07:44:00,1,Idle,37.222,3.938,3.721,45.527,4.28,2.828,191.569,0.469,2.062,Low,0.9087142857142857,0.0912857142857143,0.8560000000000001,0.1439999999999999,0.1176428571428571,11.76428571428571
04-01-2025,07:45:00,19,Maintenance,60.566,3.27,2.382,23.264,0.96,8.521,217.866,0.288,8.04,Low,0.4543673469387755,0.5456326530612245,0.192,0.808,0.6768163265306123,67.68163265306123
04-01-2025,07:46:00,26,Active,61.376,2.141,3.526,26.039,1.026,9.564,163.35,0.342,10.531,Low,0.511,0.489,0.2052,0.7948,0.6418999999999999,64.19
04-01-2025,07:47:00,25,Active,52.629,0.713,6.359,21.348,0.956,4.63,115.315,0.054,2.738,Low,0.41526530612244894,0.5847346938775511,0.19119999999999998,0.8088,0.6967673469387755,69.67673469387755
04-01-2025,07:48:00,10,Idle,75.669,3.939,8.068,19.127,2.982,1.389,407.649,0.497,7.153,Low,0.36993877551020404,0.630061224489796,0.5964,0.40359999999999996,0.516830612244898,51.683061224489805
04-01-2025,07:49:00,15,Idle,39.887,4.665,9.767,25.689,1.711,7.972,51.566,0.828,5.153,Low,0.5038571428571429,0.4961428571428571,0.3422,0.6577999999999999,0.5769714285714285,57.69714285714285
04-01-2025,07:50:00,22,Active,88.18,1.4,3.234,30.065,3.218,2.288,338.884,0.853,2.978,Medium,0.5931632653061225,0.4068367346938775,0.6436,0.35640000000000005,0.38161836734693877,38.16183673469388
04-01-2025,07:51:00,48,Active,83.862,1.153,3.98,44.254,0.172,5.581,433.985,0.471,8.204,Low,0.882734693877551,0.11726530612244901,0.0344,0.9656,0.5414326530612246,54.14326530612246
04-01-2025,07:52:00,21,Active,73.708,0.69,3.212,45.983,0.113,1.799,104.916,0.393,10.966,Low,0.9180204081632652,0.08197959183673476,0.022600000000000002,0.9774,0.5296897959183674,52.96897959183674
04-01-2025,07:53:00,22,Active,42.943,4.694,2.832,44.917,3.417,6.191,127.111,0.397,0.237,Low,0.896265306122449,0.10373469387755097,0.6834,0.3166,0.21016734693877548,21.01673469387755
04-01-2025,07:54:00,36,Active,65.82,4.329,7.804,40.541,1.057,5.418,121.354,0.689,0.617,Low,0.8069591836734693,0.1930408163265307,0.21139999999999998,0.7886,0.49082040816326533,49.08204081632653
04-01-2025,07:55:00,34,Maintenance,65.336,0.187,8.49,18.854,0.281,0.159,352.452,0.074,2.701,Medium,0.3643673469387755,0.6356326530612245,0.05620000000000001,0.9438,0.7897163265306122,78.97163265306122
04-01-2025,07:56:00,30,Active,51.071,0.829,4.215,34.939,0.966,2.859,78.9,0.14,10.713,Low,0.6926326530612245,0.30736734693877554,0.19319999999999998,0.8068,0.5570836734693878,55.70836734693878
04-01-2025,07:57:00,25,Active,57.343,2.744,9.496,4.951,1.629,2.826,138.293,0.948,12.374,Low,0.08063265306122448,0.9193673469387755,0.3258,0.6742,0.7967836734693878,79.67836734693878
04-01-2025,07:58:00,45,Active,39.876,0.167,9.87,11.203,2.634,6.613,158.998,0.2,4.193,Low,0.20822448979591834,0.7917755102040817,0.5267999999999999,0.47320000000000007,0.6324877551020409,63.24877551020409
04-01-2025,07:59:00,28,Active,46.257,3.049,4.917,33.325,2.328,7.643,474.405,0.692,2.676,Medium,0.6596938775510205,0.3403061224489795,0.46559999999999996,0.5344,0.43735306122448975,43.735306122448975
04-01-2025,08:00:00,1,Idle,46.103,2.244,6.609,35.519,0.785,8.388,232.435,0.019,14.465,Low,0.704469387755102,0.29553061224489796,0.157,0.843,0.569265306122449,56.926530612244896
04-01-2025,08:01:00,49,Active,39.982,2.303,7.036,46.356,4.085,8.647,386.474,0.795,4.724,Medium,0.9256326530612246,0.07436734693877545,0.817,0.18300000000000005,0.12868367346938775,12.868367346938776
04-01-2025,08:02:00,45,Active,45.523,2.194,9.953,42.877,4.648,8.075,445.735,0.372,2.075,Medium,0.8546326530612245,0.1453673469387755,0.9296,0.07040000000000002,0.10788367346938776,10.788367346938777
04-01-2025,08:03:00,4,Maintenance,69.111,0.214,3.47,18.275,2.358,6.9,292.41,0.599,8.853,Low,0.3525510204081632,0.6474489795918368,0.4716,0.5284,0.5879244897959184,58.79244897959184
04-01-2025,08:04:00,7,Active,77.709,3.535,9.457,19.569,1.487,0.555,219.548,0.567,11.306,Low,0.37895918367346937,0.6210408163265306,0.2974,0.7026,0.6618204081632653,66.18204081632652
04-01-2025,08:05:00,49,Active,88.357,0.543,9.678,10.774,1.544,4.415,367.963,0.287,10.506,Low,0.19946938775510203,0.800530612244898,0.3088,0.6912,0.745865306122449,74.5865306122449
04-01-2025,08:06:00,9,Active,44.984,1.084,4.399,48.272,4.145,9.667,283.946,0.622,0.383,Medium,0.964734693877551,0.03526530612244905,0.829,0.17100000000000004,0.10313265306122454,10.313265306122455
04-01-2025,08:07:00,36,Idle,30.864,0.769,4.48,47.564,0.71,1.639,81.762,0.394,0.836,Low,0.9502857142857143,0.04971428571428571,0.142,0.858,0.45385714285714285,45.385714285714286
04-01-2025,08:08:00,19,Active,59.842,2.593,4.641,1.234,4.237,2.649,480.85,0.309,4.236,Medium,0.004775510204081632,0.9952244897959184,0.8474,0.15259999999999996,0.5739122448979592,57.391224489795924
04-01-2025,08:09:00,1,Active,87.391,2.763,9.269,1.833,3.821,0.504,389.618,0.212,0.796,Medium,0.016999999999999998,0.983,0.7642,0.2358,0.6093999999999999,60.94
04-01-2025,08:10:00,10,Idle,67.573,1.644,9.522,19.244,0.038,0.228,355.668,0.434,2.449,Medium,0.3723265306122449,0.627673469387755,0.0076,0.9924,0.8100367346938775,81.00367346938775
04-01-2025,08:11:00,36,Active,88.464,0.93,9.682,18.392,1.982,8.51,324.472,0.483,13.637,Low,0.3549387755102041,0.645061224489796,0.3964,0.6036,0.6243306122448979,62.43306122448979
04-01-2025,08:12:00,9,Active,72.438,4.136,3.397,3.086,3.279,9.204,413.214,0.302,7.877,Low,0.042571428571428566,0.9574285714285714,0.6557999999999999,0.34420000000000006,0.6508142857142858,65.08142857142857
04-01-2025,08:13:00,45,Active,61.534,4.915,8.405,22.42,2.022,3.391,252.165,0.928,0.717,Medium,0.43714285714285717,0.5628571428571428,0.4044,0.5956,0.5792285714285714,57.92285714285714
04-01-2025,08:14:00,46,Active,43.253,3.025,1.736,1.546,1.741,5.052,226.011,0.646,12.979,Low,0.011142857142857144,0.9888571428571429,0.3482,0.6517999999999999,0.8203285714285714,82.03285714285714
04-01-2025,08:15:00,42,Idle,38.002,3.389,5.19,7.241,0.325,7.179,368.216,0.3,0.296,Medium,0.1273673469387755,0.8726326530612245,0.065,0.935,0.9038163265306123,90.38163265306123
04-01-2025,08:16:00,32,Active,78.831,2.315,2.701,27.354,2.591,9.929,199.9,0.672,6.076,Low,0.5378367346938775,0.4621632653061225,0.5182,0.4818,0.47198163265306126,47.19816326530613
04-01-2025,08:17:00,32,Active,51.731,0.976,8.007,7.146,0.216,0.46,169.092,0.276,7.427,Low,0.12542857142857142,0.8745714285714286,0.0432,0.9568,0.9156857142857142,91.56857142857142
04-01-2025,08:18:00,6,Active,47.949,3.594,9.542,7.8,3.349,9.637,388.035,0.278,11.346,Low,0.13877551020408163,0.8612244897959184,0.6698000000000001,0.33019999999999994,0.5957122448979592,59.57122448979592
04-01-2025,08:19:00,48,Idle,62.381,4.113,7.083,22.536,3.482,0.346,378.879,0.049,9.199,Low,0.43951020408163266,0.5604897959183673,0.6964,0.3036,0.43204489795918366,43.20448979591836
04-01-2025,08:20:00,38,Active,86.117,4.605,1.589,33.892,5.0,5.324,229.513,0.254,13.423,Low,0.6712653061224491,0.32873469387755094,1.0,0.0,0.16436734693877547,16.436734693877547
04-01-2025,08:21:00,17,Active,48.789,1.105,2.971,46.771,0.69,7.292,108.939,0.877,0.596,Low,0.9341020408163265,0.06589795918367347,0.13799999999999998,0.862,0.46394897959183673,46.39489795918367
04-01-2025,08:22:00,10,Maintenance,30.474,3.997,6.458,49.246,2.218,4.482,80.526,0.779,4.549,Low,0.9846122448979592,0.015387755102040823,0.4436,0.5564,0.2858938775510204,28.58938775510204
04-01-2025,08:23:00,50,Active,80.523,1.906,4.415,27.141,3.693,4.813,268.181,0.407,8.358,Low,0.5334897959183673,0.4665102040816327,0.7386,0.26139999999999997,0.3639551020408163,36.39551020408163
04-01-2025,08:24:00,27,Active,81.887,3.824,6.293,12.426,1.182,5.331,281.606,0.412,10.13,Low,0.23318367346938776,0.7668163265306123,0.2364,0.7636000000000001,0.7652081632653062,76.52081632653062
04-01-2025,08:25:00,50,Active,34.671,1.105,3.032,29.257,4.757,5.862,362.321,0.943,7.131,Low,0.5766734693877551,0.4233265306122449,0.9513999999999999,0.04860000000000009,0.2359632653061225,23.59632653061225
04-01-2025,08:26:00,35,Active,67.787,1.589,9.382,36.088,0.204,8.001,291.721,0.049,9.639,Low,0.7160816326530612,0.28391836734693876,0.040799999999999996,0.9592,0.6215591836734694,62.15591836734694
04-01-2025,08:27:00,21,Maintenance,53.789,0.937,4.314,32.436,0.7,0.591,57.642,0.757,11.178,Low,0.6415510204081633,0.35844897959183675,0.13999999999999999,0.86,0.6092244897959184,60.922448979591834
04-01-2025,08:28:00,25,Active,80.915,3.358,9.004,35.696,1.177,2.962,491.863,0.254,4.413,Medium,0.7080816326530612,0.29191836734693877,0.2354,0.7646,0.5282591836734694,52.82591836734694
04-01-2025,08:29:00,28,Active,65.679,4.685,4.119,33.337,0.815,5.86,346.17,0.039,7.697,Low,0.6599387755102042,0.3400612244897958,0.16299999999999998,0.837,0.5885306122448979,58.85306122448979
04-01-2025,08:30:00,47,Active,38.726,4.584,6.877,18.058,2.173,3.671,397.924,0.214,6.006,Low,0.3481224489795918,0.6518775510204082,0.4346,0.5654,0.6086387755102041,60.86387755102041
04-01-2025,08:31:00,15,Active,62.766,3.985,8.354,9.486,4.344,1.235,323.003,0.235,14.831,Low,0.17318367346938776,0.8268163265306122,0.8688,0.13119999999999998,0.4790081632653061,47.90081632653061
04-01-2025,08:32:00,4,Active,40.836,3.833,7.058,37.829,0.973,7.976,243.312,0.577,1.381,Medium,0.7516122448979592,0.2483877551020408,0.1946,0.8054,0.5268938775510204,52.68938775510203
04-01-2025,08:33:00,29,Active,48.956,4.36,7.871,9.955,0.614,7.599,480.977,0.621,8.048,Low,0.18275510204081633,0.8172448979591836,0.12279999999999999,0.8772,0.8472224489795919,84.72224489795919
04-01-2025,08:34:00,9,Active,64.202,3.417,7.994,7.046,2.68,7.751,295.795,0.844,9.479,Low,0.12338775510204082,0.8766122448979592,0.536,0.46399999999999997,0.6703061224489796,67.03061224489795
04-01-2025,08:35:00,27,Active,52.166,3.17,7.217,20.554,3.021,8.3,57.274,0.518,11.944,Low,0.39906122448979586,0.6009387755102041,0.6042,0.39580000000000004,0.4983693877551021,49.836938775510205
04-01-2025,08:36:00,26,Active,63.852,1.983,4.793,19.23,1.135,6.647,381.84,0.753,8.177,Low,0.37204081632653063,0.6279591836734694,0.227,0.773,0.7004795918367347,70.04795918367347
04-01-2025,08:37:00,19,Maintenance,65.156,4.083,2.746,35.667,3.501,2.925,374.128,0.494,9.424,Low,0.7074897959183674,0.29251020408163264,0.7001999999999999,0.29980000000000007,0.29615510204081635,29.615510204081634
04-01-2025,08:38:00,28,Idle,84.737,4.233,6.675,40.665,4.914,8.039,99.724,0.724,0.383,Low,0.8094897959183673,0.19051020408163266,0.9827999999999999,0.017200000000000104,0.10385510204081638,10.385510204081639
04-01-2025,08:39:00,17,Idle,43.451,0.788,2.841,41.759,1.957,4.615,232.218,0.502,7.146,Low,0.8318163265306122,0.16818367346938778,0.3914,0.6086,0.3883918367346939,38.83918367346939
04-01-2025,08:40:00,43,Maintenance,71.116,1.666,4.763,12.928,1.785,1.207,53.961,0.546,12.571,Low,0.24342857142857144,0.7565714285714286,0.357,0.643,0.6997857142857142,69.97857142857143
04-01-2025,08:41:00,41,Active,64.316,1.274,7.925,29.759,1.318,1.2,382.197,0.75,7.214,Low,0.5869183673469388,0.4130816326530612,0.2636,0.7363999999999999,0.5747408163265306,57.47408163265306
04-01-2025,08:42:00,42,Idle,48.19,3.175,2.846,35.793,3.263,7.146,293.127,0.758,6.093,Low,0.7100612244897959,0.2899387755102041,0.6526,0.34740000000000004,0.31866938775510206,31.866938775510206
04-01-2025,08:43:00,50,Active,63.226,3.476,9.44,16.743,4.232,1.041,76.729,0.73,10.142,Low,0.32128571428571423,0.6787142857142858,0.8464,0.15359999999999996,0.4161571428571429,41.61571428571429
04-01-2025,08:44:00,20,Active,43.934,2.586,6.936,20.188,3.773,7.988,435.677,0.925,9.897,Low,0.39159183673469383,0.6084081632653062,0.7546,0.24539999999999995,0.4269040816326531,42.69040816326531
04-01-2025,08:45:00,45,Active,57.899,1.428,9.662,49.34,2.084,3.569,364.375,0.452,12.709,Low,0.986530612244898,0.01346938775510198,0.4168,0.5831999999999999,0.29833469387755096,29.833469387755095
04-01-2025,08:46:00,40,Active,79.747,0.46,5.235,37.076,1.997,4.342,356.599,0.63,7.718,Low,0.7362448979591837,0.2637551020408163,0.39940000000000003,0.6006,0.43217755102040817,43.21775510204082
04-01-2025,08:47:00,39,Maintenance,36.907,2.006,3.506,15.251,2.745,3.104,399.794,0.991,11.067,Low,0.29083673469387755,0.7091632653061224,0.549,0.45099999999999996,0.5800816326530611,58.00816326530611
04-01-2025,08:48:00,49,Active,32.212,0.935,9.791,43.651,4.168,5.314,146.744,0.703,9.324,Low,0.8704285714285716,0.12957142857142845,0.8336,0.1664,0.14798571428571422,14.798571428571423
04-01-2025,08:49:00,23,Active,32.703,4.638,7.627,13.084,4.447,8.999,436.342,0.412,2.749,Medium,0.2466122448979592,0.7533877551020408,0.8894,0.11060000000000003,0.4319938775510204,43.199387755102045
04-01-2025,08:50:00,47,Active,57.552,0.373,6.474,37.513,1.34,0.918,100.268,0.04,1.538,Low,0.7451632653061224,0.2548367346938776,0.268,0.732,0.4934183673469388,49.34183673469388
04-01-2025,08:51:00,32,Idle,76.974,4.124,8.955,14.319,0.582,8.7,346.991,0.415,5.208,Low,0.2718163265306123,0.7281836734693877,0.11639999999999999,0.8836,0.8058918367346939,80.58918367346939
04-01-2025,08:52:00,47,Maintenance,33.894,2.214,4.041,25.076,0.34,4.692,390.993,0.733,10.055,Low,0.4913469387755102,0.5086530612244897,0.068,0.9319999999999999,0.7203265306122448,72.03265306122448
04-01-2025,08:53:00,33,Active,36.342,2.797,2.43,43.349,3.942,3.39,160.649,0.592,11.532,Low,0.8642653061224489,0.1357346938775511,0.7884,0.2116,0.17366734693877556,17.366734693877557
04-01-2025,08:54:00,46,Active,40.346,0.707,4.798,47.563,4.307,2.458,361.674,0.841,1.835,Medium,0.9502653061224491,0.04973469387755092,0.8614,0.13859999999999995,0.09416734693877543,9.416734693877544
04-01-2025,08:55:00,5,Maintenance,56.36,3.75,3.446,34.229,0.407,0.27,253.825,0.019,0.171,Medium,0.6781428571428572,0.32185714285714284,0.0814,0.9186,0.6202285714285714,62.022857142857134
04-01-2025,08:56:00,43,Maintenance,82.017,2.727,1.616,42.233,0.347,1.893,322.157,0.886,2.981,Medium,0.8414897959183673,0.15851020408163274,0.06939999999999999,0.9306,0.5445551020408164,54.455510204081634
04-01-2025,08:57:00,48,Active,48.328,1.611,9.877,22.781,1.679,9.914,446.0,0.025,8.499,Low,0.4445102040816326,0.5554897959183673,0.3358,0.6642,0.6098448979591837,60.98448979591837
04-01-2025,08:58:00,34,Maintenance,63.013,4.061,4.692,43.427,0.706,7.159,476.935,0.049,4.424,Medium,0.8658571428571429,0.13414285714285712,0.1412,0.8588,0.49647142857142856,49.64714285714285
04-01-2025,08:59:00,40,Idle,34.23,1.407,8.299,17.297,1.054,9.2,254.393,0.579,8.504,Low,0.3325918367346939,0.6674081632653062,0.21080000000000002,0.7892,0.7283040816326531,72.83040816326532
04-01-2025,09:00:00,11,Active,43.135,2.953,5.986,10.09,2.122,0.009,325.323,0.763,3.336,Medium,0.18551020408163266,0.8144897959183673,0.4244,0.5756,0.6950448979591837,69.50448979591837
04-01-2025,09:01:00,50,Idle,34.675,2.515,4.972,32.063,0.958,3.51,230.428,0.57,5.98,Low,0.6339387755102042,0.36606122448979583,0.1916,0.8084,0.5872306122448979,58.72306122448979
04-01-2025,09:02:00,3,Active,37.787,2.501,8.941,16.611,2.751,5.814,259.483,0.372,1.377,Medium,0.3185918367346939,0.6814081632653062,0.5502,0.4498,0.5656040816326531,56.56040816326531
04-01-2025,09:03:00,33,Maintenance,46.888,3.385,7.893,14.209,3.6,8.679,497.207,0.58,2.203,Medium,0.2695714285714286,0.7304285714285714,0.72,0.28,0.5052142857142857,50.52142857142857
04-01-2025,09:04:00,11,Active,35.871,1.487,2.382,30.889,3.737,7.616,289.652,0.536,5.453,Low,0.6099795918367347,0.39002040816326533,0.7474000000000001,0.25259999999999994,0.32131020408163263,32.131020408163266
04-01-2025,09:05:00,16,Active,47.435,4.409,2.429,3.465,0.399,4.979,472.306,0.295,2.751,Medium,0.05030612244897959,0.9496938775510204,0.07980000000000001,0.9202,0.9349469387755103,93.49469387755103
04-01-2025,09:06:00,18,Idle,36.88,1.983,6.656,13.657,2.346,5.902,198.577,0.758,0.39,Low,0.2583061224489796,0.7416938775510205,0.4692,0.5307999999999999,0.6362469387755102,63.62469387755102
04-01-2025,09:07:00,30,Active,64.727,3.56,2.981,34.595,4.516,9.367,468.845,0.04,14.239,Low,0.6856122448979591,0.31438775510204087,0.9032,0.0968,0.20559387755102043,20.559387755102044
04-01-2025,09:08:00,48,Idle,30.409,2.906,7.056,49.376,3.131,1.076,108.403,0.04,12.743,Low,0.9872653061224489,0.012734693877551106,0.6262,0.3738,0.19326734693877556,19.326734693877555
